file_index,file_name,file_url
2019144,SCG-37-WP-S-SDG&E-35-WP-S_Reeves_Recalc of D.16-06-054 Appendix B.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-37-WP-S-SDG&E-35-WP-S_Reeves_Recalc of D.16-06-054 Appendix B.PDF
2019145,SCG-38-WP-2R_Chan_Working_Cash REDACTED.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-38-WP-2R_Chan_Working_Cash REDACTED.PDF
2019146,SCG-39-WP-S RPayan - Gas Customer Forecast.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-39-WP-S RPayan - Gas Customer Forecast.pdf
2019147,SCG-40-WP-S SWilder - Cost Escalation.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-40-WP-S SWilder - Cost Escalation.pdf
2019148,SCG-41-WP-2R_Steffen Misc Revenue Revised Workpapers.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-41-WP-2R_Steffen Misc Revenue Revised Workpapers.pdf
2019149,SCG-44-WP-2R_JMalik_PTY__Workpaper.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG-44-WP-2R_JMalik_PTY__Workpaper.pdf
2019150,SCG_Joint_Comparison_Exhibit.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG_Joint_Comparison_Exhibit.pdf
2019151,SCG_SDGE_GRC_Opening_Brief.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCG_SDGE_GRC_Opening_Brief.pdf
2019152,FINAL_GRC_Reply_Brief.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/FINAL_GRC_Reply_Brief.pdf
2019153,ORA-DR-001-MW5_Amended_Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-DR-001-MW5_Amended_Combined.pdf
2019154,ORA-DR-002-CKT.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-DR-002-CKT.PDF
2019155,ORA-DR-003_FH2_C_final_P.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-DR-003_FH2_C_final_P.pdf
2019156,ORA-SCG-004-CL8.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-004-CL8.pdf
2019157,ORA-SCG-005-CL8.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-005-CL8.pdf
2019158,ORA-SCG-006-MRK.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-006-MRK.pdf
2019159,ORA-SCG-007-CL8.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-007-CL8.pdf
2019160,ORA-SCG-008-CL8.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-008-CL8.pdf
2019161,ORA-SCG-009-JOH.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-009-JOH.pdf
2019162,ORA-SCG-010-FH2.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-010-FH2.pdf
2019163,ORA-SCG-011-TXB.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-011-TXB.pdf
2019164,ORA-SCG-012-MRK.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-012-MRK.pdf
2019165,ORA-SCG-013-MW5.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-013-MW5.pdf
2019166,ORA-SCG-014-DAO.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-014-DAO.pdf
2019167,ORA-SCG-015-MRK.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-015-MRK.pdf
2019168,ORA-SCG-016-STA.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-016-STA.pdf
2019169,ORA-SCG-017-LMW.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-017-LMW.pdf
2019170,ORA-SCG-018-LMW.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-018-LMW.pdf
2019171,ORA-SCG-019-LMW-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-019-LMW-final.pdf
2019172,ORA-SCG-020-STA Final Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-020-STA Final Combined.pdf
2019173,ORA-SCG-021-MRL.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-021-MRL.pdf
2019174,ORA-SCG-022-MRL.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-022-MRL.pdf
2019175,ORA-SCG-023-JOH.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-023-JOH.pdf
2019176,ORA-SCG-024-CL8.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-024-CL8.pdf
2019177,ORA-SCG-025-MRL.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-025-MRL.pdf
2019178,ORA-SCG-026-MRL.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-026-MRL.pdf
2019179,ORA-SCG-027-MRL.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-027-MRL.pdf
2019180,ORA-SCG-028-JOH_final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-028-JOH_final.pdf
2019181,ORA-SCG-029-JOH_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-029-JOH_Final.pdf
2019182,ORA-SCG-031-MW5_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-031-MW5_Final.pdf
2019183,ORA-SCG-032-CL8_final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-032-CL8_final.pdf
2019184,ORA-SCG-033-LMW_final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-033-LMW_final.pdf
2019185,ORA-SCG-034-LMW_final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-034-LMW_final.pdf
2019186,ORA-SCG-035-LMW_PUBLIC.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-035-LMW_PUBLIC.pdf
2019187,ORA-SCG-036-LMW-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-036-LMW-final.pdf
2019188,ORA-SCG-038-OE2-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-038-OE2-final.pdf
2019189,ORA-SCG-039-DAO.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-039-DAO.PDF
2019190,ORA-SCG-040-CL8.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-040-CL8.pdf
2019191,ORA-SCG-041-DAO.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-041-DAO.PDF
2019192,ORA-SCG-042-MRK-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-042-MRK-Final.pdf
2019193,ORA-SCG-044-LMW-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-044-LMW-final.pdf
2019194,ORA-SCG-045-DAO-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-045-DAO-Final.pdf
2019195,ORA-SCG-046-DAO Final Amended.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-046-DAO Final Amended.pdf
2019196,ORA-SCG-047-NS4-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-047-NS4-final.pdf
2019197,ORA-SCG-048-OE2-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-048-OE2-Final.pdf
2019198,ORA-SCG-049-DAO-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-049-DAO-Final.pdf
2019199,ORA-SCG-050-DAO-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-050-DAO-Final.pdf
2019200,ORA-DR051-NS4-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-DR051-NS4-final.pdf
2019201,ORA-SCG-052-NS4-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-052-NS4-Final.pdf
2019202,ORA-SCG-053-DAO-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-053-DAO-Final.pdf
2019203,ORA-SCG-054-DAO-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-054-DAO-Final.pdf
2019204,ORA-SCG-055-MRK-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-055-MRK-Final.pdf
2019205,ORA-SCG-056-FH_2-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-056-FH_2-Final.pdf
2019206,ORA-SCG-057-MRL-Q1-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-057-MRL-Q1-final.pdf
2019207,ORA-SCG-058-MRL-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-058-MRL-Final.pdf
2019208,ORA-SCG-058-MRK_Supplemental_Response.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-058-MRK_Supplemental_Response.pdf
2019209,ORA-SCG-059-DAO-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-059-DAO-Final.pdf
2019210,ORA-SCG-060-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-060-DAO Final.pdf
2019211,ORA-SCG-061-CL8-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-061-CL8-Final.pdf
2019212,ORA-SCG-062-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-062-DAO Final.pdf
2019213,ORA-SCG-063-MRL-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-063-MRL-Final.pdf
2019214,ORA-SCG-064-DAO final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-064-DAO final.pdf
2019215,ORA-SCG-065-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-065-DAO Final.pdf
2019216,ORA-SCG-066-DAO final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-066-DAO final.pdf
2019217,ORA-SCG-067-DAO-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-067-DAO-Final.pdf
2019218,ORA-SCG-069-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-069-DAO Final.pdf
2019219,ORA-SCG-068-DAO Redacted Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-068-DAO Redacted Combined.pdf
2019220,ORA-SCG-070-CKT-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-070-CKT-Final.pdf
2019221,ORA-SCG-071-FH2 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-071-FH2 Final.pdf
2019222,ORA-SCG-072-NS4 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-072-NS4 Final.pdf
2019223,ORA-SCG-073 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-073 Final.pdf
2019224,ORA-SCG-074-DAO_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-074-DAO_Final.pdf
2019225,ORA-SCG-075-DAO combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-075-DAO combined.pdf
2019226,ORA-SCG-076-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-076-Final.pdf
2019227,ORA-SCG-077-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-077-DAO Final.pdf
2019228,ORA-SCG-078-DAO Revised Redline.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-078-DAO Revised Redline.pdf
2019229,ORA-SCG-079-OE2 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-079-OE2 Final.pdf
2019230,ORA-SCG-080-OE2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-080-OE2_Final.pdf
2019231,ORA-SCG-081-OE2 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-081-OE2 Final.pdf
2019232,ORA-SCG-082-MW5_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-082-MW5_Final.pdf
2019233,ORA-SCG-083-CY3_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-083-CY3_Final.pdf
2019234,ORA-SCG-084-FH2 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-084-FH2 Final.pdf
2019235,ORA-SCG-085-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-085-DAO Final.pdf
2019236,ORA-SCG-086-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-086-DAO Final.pdf
2019237,ORA-SCG-087-MW5 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-087-MW5 Final.pdf
2019238,ORA-SCG-088-CL8.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-088-CL8.pdf
2019239,ORA-SCG-089-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-089-DAO Final.pdf
2019240,ORA-SCG-090-NS4-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-090-NS4-Final.pdf
2019241,ORA-SCG-091-CL8 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-091-CL8 Final.pdf
2019242,ORA-SCG-092-OE2 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-092-OE2 Final.pdf
2019243,ORA-SCG-093-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-093-DAO Final.pdf
2019244,ORA-SCG-094-MRK Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-094-MRK Final.pdf
2019245,ORA-SCG-095-NS4 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-095-NS4 Final.pdf
2019246,ORA-SCG-096-CY3 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-096-CY3 Final.pdf
2019247,ORA-SCG-097-STA Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-097-STA Final.pdf
2019248,ORA-SCG-098-JOH-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-098-JOH-Final.pdf
2019249,ORA-SCG-099-STA-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-099-STA-final.pdf
2019250,ORA-SCG-100-CY3 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-100-CY3 Final.pdf
2019251,ORA-SCG-101-CY3  Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-101-CY3  Final.pdf
2019252,ORA-SCG-102-CY3 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-102-CY3 Final.pdf
2019253,ORA-SCG-103-CL8 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-103-CL8 Final.pdf
2019254,ORA-SCG-104-CY3  Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-104-CY3  Final.pdf
2019255,ORA-SCG-105-CY3  Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-105-CY3  Final.pdf
2019256,ORA-SCG-106-CY3  FINAL.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-106-CY3  FINAL.PDF
2019257,ORA-SCG-107-TXB_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-107-TXB_Final.pdf
2019258,ORA-SCG-108-KCL  Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-108-KCL  Final.pdf
2019259,ORA-SCG-109-KCL_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-109-KCL_Final.pdf
2019260,ORA-SCG-110-CL8_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-110-CL8_Final.pdf
2019261,ORA-SCG-111-MRL Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-111-MRL Final.pdf
2019262,ORA-SCG-112-DAO_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-112-DAO_Final.pdf
2019263,ORA-SCG-113-OE2-final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-113-OE2-final.pdf
2019264,ORA-SCG-114-MRK_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-114-MRK_Final.pdf
2019265,ORA-SCG-115-TXB_FINAL.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-115-TXB_FINAL.PDF
2019266,ORA-SCG-116-OE2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-116-OE2_Final.pdf
2019267,ORA-SCG-117-CY3_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-117-CY3_Final.pdf
2019268,ORA-SCG-118-KCL_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-118-KCL_Final.pdf
2019269,ORA-SCG-119-KCL Q1 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-119-KCL Q1 Final.pdf
2019270,ORA-SCG-120-CY3_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-120-CY3_Final.pdf
2019271,ORA-SCG-121-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-121-DAO Final.pdf
2019272,ORA-SCG-122-LMW_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-122-LMW_Final.pdf
2019273,ORA-SCG-123-TXB_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-123-TXB_Final.pdf
2019274,ORA-SCG-123-TXB_Supplemental.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-123-TXB_Supplemental.pdf
2019275,ORA-SCG-124-LJL_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-124-LJL_Final.pdf
2019276,ORA-SCG-125-LJL_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-125-LJL_Final.pdf
2019277,ORA-SCG-126-CL8_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-126-CL8_Final.pdf
2019278,ORA-SCG-127-CL8_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-127-CL8_Final.pdf
2019279,ORA-SCG-128-OE2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-128-OE2_Final.pdf
2019280,ORA-SCG-129-MRL_Final_Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-129-MRL_Final_Combined.pdf
2019281,ORA-SCG-130 fINAL.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-130 fINAL.PDF
2019282,ORA-SCG-131-LJL Q1_CONF_Redacted.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-131-LJL Q1_CONF_Redacted.pdf
2019283,SUPPLEMENTAL_ORA-SCG-131-LJL.PDF,https://www.socalgas.com/regulatory/documents/a-17-10-008/SUPPLEMENTAL_ORA-SCG-131-LJL.PDF
2019284,ORA-SCG-132-YNL_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-132-YNL_Final.pdf
2019285,ORA-SCG-133-OE2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-133-OE2_Final.pdf
2019286,ORA-SCG-134-CY3_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-134-CY3_Final.pdf
2019287,ORA-SCG-135-YNL_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-135-YNL_Final.pdf
2019288,ORA-SCG-136-MRK_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-136-MRK_Final.pdf
2019289,ORA-SCG-138-CL8 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-138-CL8 Final.pdf
2019290,ORA-SCG-139-LMW Final-.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-139-LMW Final-.pdf
2019291,ORA-SCG-140-LMW_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-140-LMW_Final.pdf
2019292,ORA-SCG-141-OE2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-141-OE2_Final.pdf
2019293,ORA-SCG-142-CY3_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-142-CY3_Final.pdf
2019294,ORA-SCG-143-CY3 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-143-CY3 Final.pdf
2019295,ORA-SCG-144-LMW Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-144-LMW Final.pdf
2019296,ORA-SCG-145-LMW_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-145-LMW_Final.pdf
2019297,ORA-SCG-146-MRK_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-146-MRK_Final.pdf
2019298,ORA-SCG-147-MRK final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-147-MRK final.pdf
2019299,ORA-SCG-148-MRK Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-148-MRK Final.pdf
2019300,ORA-SCG-149-Final-.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-149-Final-.pdf
2019301,ORA-SCG-150-CL8_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-150-CL8_Final.pdf
2019302,ORA-SCG-151-YNL_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-151-YNL_Final.pdf
2019303,ORA-SCG-152-MRL Final-.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-152-MRL Final-.pdf
2019304,ORA-SCG-153-OE2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-153-OE2_Final.pdf
2019305,ORA-SCG-154-YNL_combo_final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-154-YNL_combo_final.pdf
2019306,ORA-SCG-155-NS4_Final-.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-155-NS4_Final-.pdf
2019307,ORA-SCG-156-OE2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-156-OE2_Final.pdf
2019308,ORA-SCG-157-MRL_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-157-MRL_Final.pdf
2019309,ORA-SCG-158-LMW_final-.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-158-LMW_final-.pdf
2019310,ORA-SCG-159-KCL-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-159-KCL-Final.pdf
2019311,ORA-SCG-160-OE2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-160-OE2_Final.pdf
2019312,ORA-SCG-161-OE2-Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-161-OE2-Final.pdf
2019313,ORA-SCG-162-FH2_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-162-FH2_Final.pdf
2019314,ORA-SCG-163-NS4_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-163-NS4_Final.pdf
2019315,ORA-SCG-164-FH2 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-164-FH2 Final.pdf
2019316,ORA-SCG-165-DAO Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-165-DAO Final.pdf
2019317,ORA-SCG-166-CL8 Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/ORA-SCG-166-CL8 Final.pdf
2019318,NDC-SEU-001_Final Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-001_Final Combined.pdf
2019319,NDC-SEU-002_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-002_Final.pdf
2019320,NDC-SEU-003_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-003_Final.pdf
2019321,NDC-SEU-004_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-004_Final.pdf
2019322,NDC-SEU-DR5_Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-DR5_Combined.pdf
2019323,NDC-SEU-006_Combined_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-006_Combined_Final.pdf
2019324,NDC-SEU-DR7 -Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-DR7 -Combined.pdf
2019325,NDC-DR-08-Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-DR-08-Combined.pdf
2019326,NDC-SEU-DR9_Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-DR9_Combined.pdf
2019327,NDC-SEU-DR10 Final Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/NDC-SEU-DR10 Final Combined.pdf
2019328,OSA-SEU-001_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/OSA-SEU-001_Final.pdf
2019329,OSA-SEU-001_Q1 SUPPLEMENTAL_2.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/OSA-SEU-001_Q1 SUPPLEMENTAL_2.pdf
2019330,OSA-SEU-002_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/OSA-SEU-002_Final.pdf
2019331,SCGC-SEU-003_Final.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/SCGC-SEU-003_Final.pdf
2019332,OSA-SEU-004_Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/OSA-SEU-004_Combined.pdf
2019333,OSA-SEU-005_Q1-6.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/OSA-SEU-005_Q1-6.pdf
2019334,CFC-SEU-001- Combined.pdf,https://www.socalgas.com/regulatory/documents/a-17-10-008/CFC-SEU-001- Combined.pdf
